,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
179,Emad Fallahzadeh,Model context protocol (mcp) at first glance: Studying the security and maintainability of mcp servers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,School of Computing,,,,,,
180,Emad Fallahzadeh,Model context protocol (mcp) at first glance: Studying the security and maintainability of mcp servers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"School of Computing, Queen's University",,,,,,
181,Erfan Darzi,The Trust Fabric: Decentralized Interoperability and Economic Coordination for the Agentic Web,Building a secure agentic AI application leveraging A2A protocol,Harvard University,42.3657432,-71.1222139,Suffolk County,Boston,Massachusetts,United States
182,Erhan YILMAZ,"Machine Identity Management in Modern Enterprise Security: Concepts, Challenges, and the Role of Privileged Access Management Systems",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Ege University,38.4556928,27.2281857,,,,Turkey
183,Erhan YILMAZ,"Machine Identity Management in Modern Enterprise Security: Concepts, Challenges, and the Role of Privileged Access Management Systems",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Graduate Student, Ege University",,,,,,
184,Erhu Feng,Get Experience from Practice: LLM Agents with Record & Replay,Building a secure agentic AI application leveraging A2A protocol,SHANG HAI JIAO TONG UNIVERSITY,31.2041347,121.4307013,,Xuhui District,Shanghai,China
185,Eugene Ilyushin,On MCP Ecosystem Vulnerabilities,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Lomonosov Moscow State University,55.7011843,37.5276192,,Moscow,Moscow,Russia
186,Faisal Iradat, Securing Agentic AI with the NIST Cybersecurity Framework 2.0,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,IBA,15.3264614,119.9801043,,,Zambales,Philippines
187,Faisal Iradat, Securing Agentic AI with the NIST Cybersecurity Framework 2.0,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Institute of Business Administration,23.7350104,90.3933256,Dhaka Metropolitan,Dhaka,Dhaka Division,Bangladesh
188,Faisal Iradat, Securing Agentic AI with the NIST Cybersecurity Framework 2.0,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Karachi,24.8546842,67.0207055,,Karachi Division,,Pakistan
189,Farig Sadeque,"A Survey on Agentic Security: Applications, Threats and Defenses",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Associate Professor, BRAC University",,,,,,
190,Farig Sadeque,"A Survey on Agentic Security: Applications, Threats and Defenses",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,BRAC University,23.7733146,90.424371,Dhaka Metropolitan,Dhaka,Dhaka Division,Bangladesh
191,Feibo Jiang (江沸菠),From large ai models to agentic ai: A tutorial on future intelligent communications,Building a secure agentic AI application leveraging A2A protocol,Hunan Normal  University,28.1909652,112.9450813,,Changsha,Hunan,China
192,Gauri Sharma,Towards Unifying Quantitative Security Benchmarking for Multi Agent Systems,Building a secure agentic AI application leveraging A2A protocol,Georgia Tech,33.7760948,-84.3988077,Fulton County,Atlanta,Georgia,United States
193,Gauri Sharma,Towards Unifying Quantitative Security Benchmarking for Multi Agent Systems,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Georgia Tech,33.7760948,-84.3988077,Fulton County,Atlanta,Georgia,United States
194,Giorgio Severi,Weathering the CUA Storm: Mapping Security Threats in the Rapid Rise of Computer Use Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Microsoft,47.645695,-122.131803,King County,Redmond,Washington,USA
195,Hammad Atta,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Founder & Lead Researcher,,,,,,
196,Hammad Atta,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Founder & Lead Researcher, Qorvex Consulting",,,,,,
197,Hammad Atta,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Founder & Lead Researcher,,,,,,
198,Hammad Atta,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Founder & Lead Researcher, Qorvex Consulting",,,,,,
199,Hammad Atta,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Founder & Lead Researcher,,,,,,
200,Hammad Atta,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Founder & Lead Researcher, Qorvex Consulting",,,,,,
201,Han Li, EnergyPlus-MCP: A model-context-protocol server for ai-driven building energy modeling,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Lawrence Berkeley National Laboratory,37.8769588,-122.2456303,Alameda County,Oakland,California,United States
202,Hang Su,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Associated Professor, Tsinghua University",,,,,,
203,Hang Su,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China
204,Hao Li,Model context protocol (mcp) at first glance: Studying the security and maintainability of mcp servers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Queen's University,54.5842117,-5.9364324,County Antrim,Belfast,Northern Ireland,United Kingdom
205,Hao Li,Model context protocol (mcp) at first glance: Studying the security and maintainability of mcp servers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,SAIL,54.5713481,-3.2418043,Cumberland,,England,United Kingdom
206,Haonan Zhong,Help or Hurdle? Rethinking Model Context Protocol-Augmented Large Language Models,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of New South Wales,-33.9175994,151.2312369,,Sydney,New South Wales,Australia
207,Haoyu WANG (王浩宇),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Professor@Security PRIDE, HUST <-  BUPT <- PKU",,,,,,
208,Haoyu WANG (王浩宇),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Security PRIDE,52.9106759,-1.4455386,Derby,Derby,England,United Kingdom
209,Helena H Rong,"Trustless Autonomy: Understanding Motivations, Benefits and Governance Dilemma in Self-Sovereign Decentralized AI Agents",Building a secure agentic AI application leveraging A2A protocol,"Assistant Professor in Interactive Media and Business, NYU Shanghai",,,,,,
210,Helena H Rong,"Trustless Autonomy: Understanding Motivations, Benefits and Governance Dilemma in Self-Sovereign Decentralized AI Agents",Building a secure agentic AI application leveraging A2A protocol,Business,40.8037212,-77.8654086,Centre County,State College,Pennsylvania,United States
211,Helena H Rong,"Trustless Autonomy: Understanding Motivations, Benefits and Governance Dilemma in Self-Sovereign Decentralized AI Agents",Building a secure agentic AI application leveraging A2A protocol,NYU Shanghai,40.7280828,-73.9939347,New York County,New York,New York,United States
212,Hicham Bouchtib,CCoRe: Cooperative-Competitive Reasoning LLM-based Multi-Agent Framework,Building a secure agentic AI application leveraging A2A protocol,"Cooperative AI PhD Student, Hassan 2 University - EMSI Casablanca",,,,,,
213,Hikmet Sami Karaca, Securing Agentic AI with the NIST Cybersecurity Framework 2.0,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Boğaziçi University,41.0832734,29.0505009,,,,Turkey
214,Hikmet Sami Karaca, Securing Agentic AI with the NIST Cybersecurity Framework 2.0,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Management Information Systems,59.4508481,24.7360771,Harju County,Tallinn,,Estonia
215,Hikmet Sami Karaca, Securing Agentic AI with the NIST Cybersecurity Framework 2.0,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Undergraduate Student, Management Information Systems, Boğaziçi University",,,,,,
216,Ibrahim Adabara," A Review of Agentic AI in Cybersecurity: Cognitive Autonomy, Ethical Governance, and Quantum-Resilient Defense",Building a secure agentic AI application leveraging A2A protocol,Kampala International University,0.2946397,32.6049284,,Kampala,,Uganda
217,Ibrahim Adabara," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Kampala International University,0.2946397,32.6049284,,Kampala,,Uganda
218,Ibrahim Adabara," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Kampala International University,0.2946397,32.6049284,,Kampala,,Uganda
219,Ibrahim Adabara," Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment",Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Kampala International University,0.2946397,32.6049284,,Kampala,,Uganda
220,Insu Yun,Takedown: How It's Done in Modern Coding Agent Exploits,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,KAIST,36.3698812,127.3623793,,Daejeon,,South Korea
221,"Ivor W. Tsang, IEEE Fellow",Reflection-Driven Control for Trustworthy Code Agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,A*STAR,52.9596587,-1.1686202,,Nottingham,England,United Kingdom
222,Jaouaher Zouari,Toward Agentic IAM: A Probabilistic Authorization Framework for Least Privilege AI Workflows,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Higher School of Communications of Tunis Sup'Com,,,,,,
223,Jared James Grogan,Beyond dns: Unlocking the internet of ai agents via the nanda index and verified agentfacts,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Universitas AI,-34.5993547,-58.3921667,,Buenos Aires,Autonomous City of Buenos Aires,Argentina
224,Jiahao Liu,"When mcp servers attack: Taxonomy, feasibility, and mitigation",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,National University of Singapore,1.2959845,103.7766186,,Singapore,,Singapore
225,Jiahao Liu,"When mcp servers attack: Taxonomy, feasibility, and mitigation",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Ph.D. Student, National University of Singapore",,,,,,
226,Jiaheng Liu (刘佳恒),From Code Foundation Models to Agents and Applications: A Comprehensive Survey and Practical Guide to Code Intelligence,Building a secure agentic AI application leveraging A2A protocol,NJU & M-A-P,35.1291388,-106.5600822,Bernalillo County,Albuquerque,New Mexico,United States
227,Jiaheng Liu (刘佳恒),From Code Foundation Models to Agents and Applications: A Comprehensive Survey and Practical Guide to Code Intelligence,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,NJU & M-A-P,35.1291388,-106.5600822,Bernalillo County,Albuquerque,New Mexico,United States
228,Jiawei(Joey) Xu,"A Comprehensive Survey on Model Context Protocol: Architecture, Tool Integration, and the Future of AI Interoperability",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Purdue University,40.430028,-86.9264211,Tippecanoe County,,Indiana,United States
229,Jiehan Zhou, Agent Communications in Edge Computing toward Agentic AI-driven Internet of Things,Building a secure agentic AI application leveraging A2A protocol,Shandong University of Science,36.0014644,120.1163655,,Huangdao District,Shandong,China
230,Jiehan Zhou, Agent Communications in Edge Computing toward Agentic AI-driven Internet of Things,Building a secure agentic AI application leveraging A2A protocol,Shandong University of Science and Technology,36.0014644,120.1163655,,Huangdao District,Shandong,China
231,Jiehan Zhou, Agent Communications in Edge Computing toward Agentic AI-driven Internet of Things,Building a secure agentic AI application leveraging A2A protocol,Technology,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
232,Jihen Bennaceur,Bridging ai and software security: A comparative vulnerability assessment of llm agent deployment paradigms,Building a secure agentic AI application leveraging A2A protocol,Mediterranean Institute of Technology,32.8272318,13.0166335,,Al Zawiyah,Jafara,Libya
233,Jihen Bennaceur,Bridging ai and software security: A comparative vulnerability assessment of llm agent deployment paradigms,Building a secure agentic AI application leveraging A2A protocol,Tunisa,36.8002068,10.1857757,,Tunis,Tunis,Tunisia
234,Jihen Bennaceur,Bridging ai and software security: A comparative vulnerability assessment of llm agent deployment paradigms,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Mediterranean Institute of Technology,32.8272318,13.0166335,,Al Zawiyah,Jafara,Libya
235,Jihen Bennaceur,Bridging ai and software security: A comparative vulnerability assessment of llm agent deployment paradigms,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Tunisa,36.8002068,10.1857757,,Tunis,Tunis,Tunisia
236,Jinan CHARAFEDDINE,"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Ph.D BioMedical Engineering. Researcher @ De Vinci Research Center, France",,,,,,
237,Jitendra Solanki,Agent Shadowing: Edge-Driven Seamless Integration for Edge and Cloud AI Agents,Building a secure agentic AI application leveraging A2A protocol,Siemens,45.7918775,24.0933759,Sibiu,Sibiu,,Romania
238,Jugal Kalita,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Colorado Springs,38.8339578,-104.825348,El Paso County,Colorado Springs,Colorado,United States
239,Jugal Kalita,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,University of Colorado,40.0075984,-105.2691008,Boulder County,Boulder,Colorado,United States
240,Jugal Kalita,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"University of Colorado, Colorado Springs",38.8924932,-104.7996978,El Paso County,Colorado Springs,Colorado,United States
241,Julian Jacobs,Distributional AGI safety,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Google DeepMind,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
242,Julian Jacobs,Distributional AGI safety,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of Oxford,33.6505419,-117.8270531,Orange County,Irvine,California,United States
243,Julian Jacobs,Distributional AGI safety,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of Oxford and Google DeepMind,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
244,Kamran Gholizadeh HamlAbadi,Agent-to-Agent (A2A) Protocol Integrated Digital Twin System with AgentIQ for Multimodal AI Fitness Coaching and Personalized Well-Being,Building a secure agentic AI application leveraging A2A protocol,University of Ottawa,45.4225271,-75.6833904,,Ottawa,Ontario,Canada
245,Kawser Wazed Nafi,Securing the Model Context Protocol: Defending LLMs Against Tool Poisoning and Adversarial Attacks,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"PhD Student, University of Saskatchewan",,,,,,
246,Kawser Wazed Nafi,Securing the Model Context Protocol: Defending LLMs Against Tool Poisoning and Adversarial Attacks,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of Saskatchewan,52.1344194,-106.6277843,,Saskatoon,Saskatchewan,Canada
247,Kawser Wazed Nafi,Securing the Model Context Protocol: Defending LLMs Against Tool Poisoning and Adversarial Attacks,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,"PhD Student, University of Saskatchewan",,,,,,
248,Kawser Wazed Nafi,Securing the Model Context Protocol: Defending LLMs Against Tool Poisoning and Adversarial Attacks,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,University of Saskatchewan,52.1344194,-106.6277843,,Saskatoon,Saskatchewan,Canada
249,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Adjunct Professor, University of San Francisco",,,,,,
250,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
251,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Building a secure agentic AI application leveraging A2A protocol,"Adjunct Professor, University of San Francisco",,,,,,
252,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Building a secure agentic AI application leveraging A2A protocol,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
253,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Adjunct Professor, University of San Francisco",,,,,,
254,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
255,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,LLM and GenAI data security best practices,"Adjunct Professor, University of San Francisco",,,,,,
256,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,LLM and GenAI data security best practices,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
257,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Multi-agentic system threat modelling guide OWASP GenAI security project,"Adjunct Professor, University of San Francisco",,,,,,
258,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Multi-agentic system threat modelling guide OWASP GenAI security project,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
259,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"Adjunct Professor, University of San Francisco",,,,,,
260,Ken Huang,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
261,Ken Huang,ADA: Automated Moving Target Defense for AI Workloads via Ephemeral Infrastructure-Native Rotation in Kubernetes,Building a secure agentic AI application leveraging A2A protocol,"Adjunct Professor, University of San Francisco",,,,,,
262,Ken Huang,ADA: Automated Moving Target Defense for AI Workloads via Ephemeral Infrastructure-Native Rotation in Kubernetes,Building a secure agentic AI application leveraging A2A protocol,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
263,Ken Huang,AI Agents Life Cycle and Security Considerations,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Adjunct Professor, University of San Francisco",,,,,,
264,Ken Huang,AI Agents Life Cycle and Security Considerations,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
265,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Adjunct Professor, University of San Francisco",,,,,,
266,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
267,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Adjunct Professor, University of San Francisco",,,,,,
268,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
269,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Building a secure agentic AI application leveraging A2A protocol,"Adjunct Professor, University of San Francisco",,,,,,
270,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Building a secure agentic AI application leveraging A2A protocol,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
271,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,"Adjunct Professor, University of San Francisco",,,,,,
272,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
273,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Adjunct Professor, University of San Francisco",,,,,,
274,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
275,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,"Adjunct Professor, University of San Francisco",,,,,,
276,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
277,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),LLM and GenAI data security best practices,"Adjunct Professor, University of San Francisco",,,,,,
278,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),LLM and GenAI data security best practices,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
279,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Multi-agentic system threat modelling guide OWASP GenAI security project,"Adjunct Professor, University of San Francisco",,,,,,
280,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Multi-agentic system threat modelling guide OWASP GenAI security project,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
281,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"Adjunct Professor, University of San Francisco",,,,,,
282,Ken Huang,Agent Capability Negotiation and Binding Protocol (ACNBP),Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
283,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Building a secure agentic AI application leveraging A2A protocol,"Adjunct Professor, University of San Francisco",,,,,,
284,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Building a secure agentic AI application leveraging A2A protocol,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
285,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Adjunct Professor, University of San Francisco",,,,,,
286,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
287,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Multi-agentic system threat modelling guide OWASP GenAI security project,"Adjunct Professor, University of San Francisco",,,,,,
288,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Multi-agentic system threat modelling guide OWASP GenAI security project,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
289,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,"Adjunct Professor, University of San Francisco",,,,,,
290,Ken Huang,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
291,Ken Huang,Agentic AI Communication Protocols and Security,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Adjunct Professor, University of San Francisco",,,,,,
292,Ken Huang,Agentic AI Communication Protocols and Security,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
293,Ken Huang,Agentic AI Communication Protocols and Security,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Adjunct Professor, University of San Francisco",,,,,,
294,Ken Huang,Agentic AI Communication Protocols and Security,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
295,Ken Huang,Agentic AI Identity Security,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Adjunct Professor, University of San Francisco",,,,,,
296,Ken Huang,Agentic AI Identity Security,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
297,Ken Huang,"Agentic AI Security in Critical Sectors: Finance, Healthcare, and Autonomous Driving",Building a secure agentic AI application leveraging A2A protocol,"Adjunct Professor, University of San Francisco",,,,,,
298,Ken Huang,"Agentic AI Security in Critical Sectors: Finance, Healthcare, and Autonomous Driving",Building a secure agentic AI application leveraging A2A protocol,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
299,Ken Huang,Building a secure agentic AI application leveraging A2A protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Adjunct Professor, University of San Francisco",,,,,,
300,Ken Huang,Building a secure agentic AI application leveraging A2A protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
301,Ken Huang,Building a secure agentic AI application leveraging A2A protocol,LLM and GenAI data security best practices,"Adjunct Professor, University of San Francisco",,,,,,
302,Ken Huang,Building a secure agentic AI application leveraging A2A protocol,LLM and GenAI data security best practices,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
303,Ken Huang,Building a secure agentic AI application leveraging A2A protocol,Multi-agentic system threat modelling guide OWASP GenAI security project,"Adjunct Professor, University of San Francisco",,,,,,
304,Ken Huang,Building a secure agentic AI application leveraging A2A protocol,Multi-agentic system threat modelling guide OWASP GenAI security project,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
305,Ken Huang,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Adjunct Professor, University of San Francisco",,,,,,
306,Ken Huang,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
307,Ken Huang,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Adjunct Professor, University of San Francisco",,,,,,
308,Ken Huang,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
309,Ken Huang,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Adjunct Professor, University of San Francisco",,,,,,
310,Ken Huang,Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,University of San Francisco,37.7793627,-122.4514473,,San Francisco,California,United States
